window_id,percentile,rank,policy_id,policy_name,semantic_score,theta
2,top10%,1,637c6766,reind_637c,0.9928,-4.9936
2,top10%,2,c6739e51,reind_c673,0.85,-5.0
2,top10%,3,64527318,reind_6452,0.8492,-4.9931
2,top10%,4,eeced638,reind_eece,0.8489,-5.0
2,top10%,5,f11f0bb5,reind_f11f,0.8463,-5.0
2,top10%,6,df3d9356,reind_df3d,0.8453,-5.0
2,top10%,7,5c8683b2,reind_5c86,0.8242,-5.0
2,top10%,8,73af656a,reind_73af,0.8043,-5.0
2,top20%,1,637c6766,reind_637c,0.9928,-4.9936
2,top20%,2,c6739e51,reind_c673,0.85,-5.0
2,top20%,3,64527318,reind_6452,0.8492,-4.9931
2,top20%,4,eeced638,reind_eece,0.8489,-5.0
2,top20%,5,f11f0bb5,reind_f11f,0.8463,-5.0
2,top20%,6,df3d9356,reind_df3d,0.8453,-5.0
2,top20%,7,5c8683b2,reind_5c86,0.8242,-5.0
2,top20%,8,73af656a,reind_73af,0.8043,-5.0
2,top20%,9,800234d8,reind_8002,0.7978,-5.0
2,top20%,10,05eed594,reind_fallback,0.7885,-5.0
2,top50%,1,637c6766,reind_637c,0.9928,-4.9936
2,top50%,2,c6739e51,reind_c673,0.85,-5.0
2,top50%,3,64527318,reind_6452,0.8492,-4.9931
2,top50%,4,eeced638,reind_eece,0.8489,-5.0
2,top50%,5,f11f0bb5,reind_f11f,0.8463,-5.0
2,top50%,6,df3d9356,reind_df3d,0.8453,-5.0
2,top50%,7,5c8683b2,reind_5c86,0.8242,-5.0
2,top50%,8,73af656a,reind_73af,0.8043,-5.0
2,top50%,9,800234d8,reind_8002,0.7978,-5.0
2,top50%,10,05eed594,reind_fallback,0.7885,-5.0
2,top60%,1,637c6766,reind_637c,0.9928,-4.9936
2,top60%,2,c6739e51,reind_c673,0.85,-5.0
2,top60%,3,64527318,reind_6452,0.8492,-4.9931
2,top60%,4,eeced638,reind_eece,0.8489,-5.0
2,top60%,5,f11f0bb5,reind_f11f,0.8463,-5.0
2,top60%,6,df3d9356,reind_df3d,0.8453,-5.0
2,top60%,7,5c8683b2,reind_5c86,0.8242,-5.0
2,top60%,8,73af656a,reind_73af,0.8043,-5.0
2,top60%,9,800234d8,reind_8002,0.7978,-5.0
2,top60%,10,05eed594,reind_fallback,0.7885,-5.0
1,top10%,1,637c6766,reind_637c,0.9993,-4.9936
1,top10%,2,eeced638,reind_eece,0.8494,-5.0
1,top10%,3,64527318,reind_6452,0.8425,-4.9931
1,top10%,4,5c8683b2,reind_5c86,0.8393,-5.0
1,top10%,5,f11f0bb5,reind_f11f,0.8359,-5.0
1,top10%,6,df3d9356,reind_df3d,0.834,-5.0
1,top10%,7,05eed594,reind_fallback,0.7885,-5.0
1,top10%,8,73725f6d,reind_7372,0.7881,-5.0
1,top20%,1,637c6766,reind_637c,0.9993,-4.9936
1,top20%,2,eeced638,reind_eece,0.8494,-5.0
1,top20%,3,64527318,reind_6452,0.8425,-4.9931
1,top20%,4,5c8683b2,reind_5c86,0.8393,-5.0
1,top20%,5,f11f0bb5,reind_f11f,0.8359,-5.0
1,top20%,6,df3d9356,reind_df3d,0.834,-5.0
1,top20%,7,05eed594,reind_fallback,0.7885,-5.0
1,top20%,8,73725f6d,reind_7372,0.7881,-5.0
1,top20%,9,73af656a,reind_73af,0.7774,-5.0
1,top20%,10,4f156c9f,reind_fallback,0.7748,-5.0
1,top50%,1,637c6766,reind_637c,0.9993,-4.9936
1,top50%,2,eeced638,reind_eece,0.8494,-5.0
1,top50%,3,64527318,reind_6452,0.8425,-4.9931
1,top50%,4,5c8683b2,reind_5c86,0.8393,-5.0
1,top50%,5,f11f0bb5,reind_f11f,0.8359,-5.0
1,top50%,6,df3d9356,reind_df3d,0.834,-5.0
1,top50%,7,05eed594,reind_fallback,0.7885,-5.0
1,top50%,8,73725f6d,reind_7372,0.7881,-5.0
1,top50%,9,73af656a,reind_73af,0.7774,-5.0
1,top50%,10,4f156c9f,reind_fallback,0.7748,-5.0
1,top60%,1,637c6766,reind_637c,0.9993,-4.9936
1,top60%,2,eeced638,reind_eece,0.8494,-5.0
1,top60%,3,64527318,reind_6452,0.8425,-4.9931
1,top60%,4,5c8683b2,reind_5c86,0.8393,-5.0
1,top60%,5,f11f0bb5,reind_f11f,0.8359,-5.0
1,top60%,6,df3d9356,reind_df3d,0.834,-5.0
1,top60%,7,05eed594,reind_fallback,0.7885,-5.0
1,top60%,8,73725f6d,reind_7372,0.7881,-5.0
1,top60%,9,73af656a,reind_73af,0.7774,-5.0
1,top60%,10,4f156c9f,reind_fallback,0.7748,-5.0
3,top10%,1,5c8683b2,reind_5c86,0.9755,-5.0
3,top10%,2,366289ca,reind_3662,0.9622,-4.9929
3,top10%,3,9cd9b29f,reind_9cd9,0.9546,-4.9923
3,top10%,4,637c6766,reind_637c,0.9466,-4.9936
3,top10%,5,64527318,reind_6452,0.8861,-4.9931
3,top10%,6,c6739e51,reind_c673,0.85,-5.0
3,top10%,7,6215172a,reind_6215,0.8273,-5.0
3,top10%,8,05eed594,reind_fallback,0.7885,-5.0
3,top20%,1,5c8683b2,reind_5c86,0.9755,-5.0
3,top20%,2,366289ca,reind_3662,0.9622,-4.9929
3,top20%,3,9cd9b29f,reind_9cd9,0.9546,-4.9923
3,top20%,4,637c6766,reind_637c,0.9466,-4.9936
3,top20%,5,64527318,reind_6452,0.8861,-4.9931
3,top20%,6,c6739e51,reind_c673,0.85,-5.0
3,top20%,7,6215172a,reind_6215,0.8273,-5.0
3,top20%,8,05eed594,reind_fallback,0.7885,-5.0
3,top20%,9,4f156c9f,reind_fallback,0.7748,-5.0
3,top20%,10,5628d499,reind_fallback,0.7683,-4.993
3,top50%,1,5c8683b2,reind_5c86,0.9755,-5.0
3,top50%,2,366289ca,reind_3662,0.9622,-4.9929
3,top50%,3,9cd9b29f,reind_9cd9,0.9546,-4.9923
3,top50%,4,637c6766,reind_637c,0.9466,-4.9936
3,top50%,5,64527318,reind_6452,0.8861,-4.9931
3,top50%,6,c6739e51,reind_c673,0.85,-5.0
3,top50%,7,6215172a,reind_6215,0.8273,-5.0
3,top50%,8,05eed594,reind_fallback,0.7885,-5.0
3,top50%,9,4f156c9f,reind_fallback,0.7748,-5.0
3,top50%,10,5628d499,reind_fallback,0.7683,-4.993
3,top60%,1,5c8683b2,reind_5c86,0.9755,-5.0
3,top60%,2,366289ca,reind_3662,0.9622,-4.9929
3,top60%,3,9cd9b29f,reind_9cd9,0.9546,-4.9923
3,top60%,4,637c6766,reind_637c,0.9466,-4.9936
3,top60%,5,64527318,reind_6452,0.8861,-4.9931
3,top60%,6,c6739e51,reind_c673,0.85,-5.0
3,top60%,7,6215172a,reind_6215,0.8273,-5.0
3,top60%,8,05eed594,reind_fallback,0.7885,-5.0
3,top60%,9,4f156c9f,reind_fallback,0.7748,-5.0
3,top60%,10,5628d499,reind_fallback,0.7683,-4.993
4,top10%,1,637c6766,reind_637c,1.0,-4.9936
4,top10%,2,f11f0bb5,reind_f11f,0.9806,-5.0
4,top10%,3,c6739e51,reind_c673,0.85,-5.0
4,top10%,4,eeced638,reind_eece,0.8479,-5.0
4,top10%,5,5c8683b2,reind_5c86,0.8432,-5.0
4,top10%,6,64527318,reind_6452,0.8386,-4.9931
4,top10%,7,a5faab0b,reind_a5fa,0.8379,-5.0
4,top10%,8,df3d9356,reind_df3d,0.8284,-5.0
4,top20%,1,637c6766,reind_637c,1.0,-4.9936
4,top20%,2,f11f0bb5,reind_f11f,0.9806,-5.0
4,top20%,3,c6739e51,reind_c673,0.85,-5.0
4,top20%,4,eeced638,reind_eece,0.8479,-5.0
4,top20%,5,5c8683b2,reind_5c86,0.8432,-5.0
4,top20%,6,64527318,reind_6452,0.8386,-4.9931
4,top20%,7,a5faab0b,reind_a5fa,0.8379,-5.0
4,top20%,8,df3d9356,reind_df3d,0.8284,-5.0
4,top20%,9,366289ca,reind_3662,0.8263,-4.9929
4,top20%,10,9cd9b29f,reind_9cd9,0.8122,-4.9923
4,top50%,1,637c6766,reind_637c,1.0,-4.9936
4,top50%,2,f11f0bb5,reind_f11f,0.9806,-5.0
4,top50%,3,c6739e51,reind_c673,0.85,-5.0
4,top50%,4,eeced638,reind_eece,0.8479,-5.0
4,top50%,5,5c8683b2,reind_5c86,0.8432,-5.0
4,top50%,6,64527318,reind_6452,0.8386,-4.9931
4,top50%,7,a5faab0b,reind_a5fa,0.8379,-5.0
4,top50%,8,df3d9356,reind_df3d,0.8284,-5.0
4,top50%,9,366289ca,reind_3662,0.8263,-4.9929
4,top50%,10,9cd9b29f,reind_9cd9,0.8122,-4.9923
4,top60%,1,637c6766,reind_637c,1.0,-4.9936
4,top60%,2,f11f0bb5,reind_f11f,0.9806,-5.0
4,top60%,3,c6739e51,reind_c673,0.85,-5.0
4,top60%,4,eeced638,reind_eece,0.8479,-5.0
4,top60%,5,5c8683b2,reind_5c86,0.8432,-5.0
4,top60%,6,64527318,reind_6452,0.8386,-4.9931
4,top60%,7,a5faab0b,reind_a5fa,0.8379,-5.0
4,top60%,8,df3d9356,reind_df3d,0.8284,-5.0
4,top60%,9,366289ca,reind_3662,0.8263,-4.9929
4,top60%,10,9cd9b29f,reind_9cd9,0.8122,-4.9923
5,top10%,1,637c6766,reind_637c,0.9974,-4.9936
5,top10%,2,f11f0bb5,reind_f11f,0.991,-5.0
5,top10%,3,eeced638,reind_eece,0.85,-5.0
5,top10%,4,c6739e51,reind_c673,0.8496,-5.0
5,top10%,5,64527318,reind_6452,0.8461,-4.9931
5,top10%,6,df3d9356,reind_df3d,0.8394,-5.0
5,top10%,7,5c8683b2,reind_5c86,0.8338,-5.0
5,top10%,8,a5faab0b,reind_a5fa,0.8334,-5.0
5,top20%,1,637c6766,reind_637c,0.9974,-4.9936
5,top20%,2,f11f0bb5,reind_f11f,0.991,-5.0
5,top20%,3,eeced638,reind_eece,0.85,-5.0
5,top20%,4,c6739e51,reind_c673,0.8496,-5.0
5,top20%,5,64527318,reind_6452,0.8461,-4.9931
5,top20%,6,df3d9356,reind_df3d,0.8394,-5.0
5,top20%,7,5c8683b2,reind_5c86,0.8338,-5.0
5,top20%,8,a5faab0b,reind_a5fa,0.8334,-5.0
5,top20%,9,6215172a,reind_6215,0.8261,-5.0
5,top20%,10,a0fcabaf,reind_a0fc,0.8192,-5.0
5,top50%,1,637c6766,reind_637c,0.9974,-4.9936
5,top50%,2,f11f0bb5,reind_f11f,0.991,-5.0
5,top50%,3,eeced638,reind_eece,0.85,-5.0
5,top50%,4,c6739e51,reind_c673,0.8496,-5.0
5,top50%,5,64527318,reind_6452,0.8461,-4.9931
5,top50%,6,df3d9356,reind_df3d,0.8394,-5.0
5,top50%,7,5c8683b2,reind_5c86,0.8338,-5.0
5,top50%,8,a5faab0b,reind_a5fa,0.8334,-5.0
5,top50%,9,6215172a,reind_6215,0.8261,-5.0
5,top50%,10,a0fcabaf,reind_a0fc,0.8192,-5.0
5,top60%,1,637c6766,reind_637c,0.9974,-4.9936
5,top60%,2,f11f0bb5,reind_f11f,0.991,-5.0
5,top60%,3,eeced638,reind_eece,0.85,-5.0
5,top60%,4,c6739e51,reind_c673,0.8496,-5.0
5,top60%,5,64527318,reind_6452,0.8461,-4.9931
5,top60%,6,df3d9356,reind_df3d,0.8394,-5.0
5,top60%,7,5c8683b2,reind_5c86,0.8338,-5.0
5,top60%,8,a5faab0b,reind_a5fa,0.8334,-5.0
5,top60%,9,6215172a,reind_6215,0.8261,-5.0
5,top60%,10,a0fcabaf,reind_a0fc,0.8192,-5.0
6,top10%,1,637c6766,reind_637c,0.999,-4.9936
6,top10%,2,f11f0bb5,reind_f11f,0.987,-5.0
6,top10%,3,a0fcabaf,reind_a0fc,0.9694,-5.0
6,top10%,4,c6739e51,reind_c673,0.8496,-5.0
6,top10%,5,eeced638,reind_eece,0.8496,-5.0
6,top10%,6,64527318,reind_6452,0.8433,-4.9931
6,top10%,7,6215172a,reind_6215,0.84,-5.0
6,top10%,8,5c8683b2,reind_5c86,0.8384,-5.0
6,top20%,1,637c6766,reind_637c,0.999,-4.9936
6,top20%,2,f11f0bb5,reind_f11f,0.987,-5.0
6,top20%,3,a0fcabaf,reind_a0fc,0.9694,-5.0
6,top20%,4,c6739e51,reind_c673,0.8496,-5.0
6,top20%,5,eeced638,reind_eece,0.8496,-5.0
6,top20%,6,64527318,reind_6452,0.8433,-4.9931
6,top20%,7,6215172a,reind_6215,0.84,-5.0
6,top20%,8,5c8683b2,reind_5c86,0.8384,-5.0
6,top20%,9,df3d9356,reind_df3d,0.8351,-5.0
6,top20%,10,a5faab0b,reind_a5fa,0.8332,-5.0
6,top50%,1,637c6766,reind_637c,0.999,-4.9936
6,top50%,2,f11f0bb5,reind_f11f,0.987,-5.0
6,top50%,3,a0fcabaf,reind_a0fc,0.9694,-5.0
6,top50%,4,c6739e51,reind_c673,0.8496,-5.0
6,top50%,5,eeced638,reind_eece,0.8496,-5.0
6,top50%,6,64527318,reind_6452,0.8433,-4.9931
6,top50%,7,6215172a,reind_6215,0.84,-5.0
6,top50%,8,5c8683b2,reind_5c86,0.8384,-5.0
6,top50%,9,df3d9356,reind_df3d,0.8351,-5.0
6,top50%,10,a5faab0b,reind_a5fa,0.8332,-5.0
6,top60%,1,637c6766,reind_637c,0.999,-4.9936
6,top60%,2,f11f0bb5,reind_f11f,0.987,-5.0
6,top60%,3,a0fcabaf,reind_a0fc,0.9694,-5.0
6,top60%,4,c6739e51,reind_c673,0.8496,-5.0
6,top60%,5,eeced638,reind_eece,0.8496,-5.0
6,top60%,6,64527318,reind_6452,0.8433,-4.9931
6,top60%,7,6215172a,reind_6215,0.84,-5.0
6,top60%,8,5c8683b2,reind_5c86,0.8384,-5.0
6,top60%,9,df3d9356,reind_df3d,0.8351,-5.0
6,top60%,10,a5faab0b,reind_a5fa,0.8332,-5.0
7,top10%,1,6215172a,reind_6215,0.9939,-5.0
7,top10%,2,366289ca,reind_3662,0.9851,-4.9929
7,top10%,3,9cd9b29f,reind_9cd9,0.9801,-4.9923
7,top10%,4,a0fcabaf,reind_a0fc,0.9687,-5.0
7,top10%,5,5c8683b2,reind_5c86,0.9479,-5.0
7,top10%,6,637c6766,reind_637c,0.9094,-4.9936
7,top10%,7,c6739e51,reind_c673,0.8497,-5.0
7,top10%,8,9b6a2466,policy_0_9b6a,0.8387,-4.9931
7,top20%,1,6215172a,reind_6215,0.9939,-5.0
7,top20%,2,366289ca,reind_3662,0.9851,-4.9929
7,top20%,3,9cd9b29f,reind_9cd9,0.9801,-4.9923
7,top20%,4,a0fcabaf,reind_a0fc,0.9687,-5.0
7,top20%,5,5c8683b2,reind_5c86,0.9479,-5.0
7,top20%,6,637c6766,reind_637c,0.9094,-4.9936
7,top20%,7,c6739e51,reind_c673,0.8497,-5.0
7,top20%,8,9b6a2466,policy_0_9b6a,0.8387,-4.9931
7,top20%,9,64527318,reind_6452,0.8372,-4.9931
7,top20%,10,a5faab0b,reind_a5fa,0.8338,-5.0
7,top50%,1,6215172a,reind_6215,0.9939,-5.0
7,top50%,2,366289ca,reind_3662,0.9851,-4.9929
7,top50%,3,9cd9b29f,reind_9cd9,0.9801,-4.9923
7,top50%,4,a0fcabaf,reind_a0fc,0.9687,-5.0
7,top50%,5,5c8683b2,reind_5c86,0.9479,-5.0
7,top50%,6,637c6766,reind_637c,0.9094,-4.9936
7,top50%,7,c6739e51,reind_c673,0.8497,-5.0
7,top50%,8,9b6a2466,policy_0_9b6a,0.8387,-4.9931
7,top50%,9,64527318,reind_6452,0.8372,-4.9931
7,top50%,10,a5faab0b,reind_a5fa,0.8338,-5.0
7,top60%,1,6215172a,reind_6215,0.9939,-5.0
7,top60%,2,366289ca,reind_3662,0.9851,-4.9929
7,top60%,3,9cd9b29f,reind_9cd9,0.9801,-4.9923
7,top60%,4,a0fcabaf,reind_a0fc,0.9687,-5.0
7,top60%,5,5c8683b2,reind_5c86,0.9479,-5.0
7,top60%,6,637c6766,reind_637c,0.9094,-4.9936
7,top60%,7,c6739e51,reind_c673,0.8497,-5.0
7,top60%,8,9b6a2466,policy_0_9b6a,0.8387,-4.9931
7,top60%,9,64527318,reind_6452,0.8372,-4.9931
7,top60%,10,a5faab0b,reind_a5fa,0.8338,-5.0
8,top10%,1,6215172a,reind_6215,0.999,-5.0
8,top10%,2,366289ca,reind_3662,0.9943,-4.9929
8,top10%,3,9b6a2466,policy_0_9b6a,0.9927,-4.9931
8,top10%,4,9cd9b29f,reind_9cd9,0.991,-4.9923
8,top10%,5,a0fcabaf,reind_a0fc,0.9611,-5.0
8,top10%,6,8231da93,reind_8231,0.9559,-4.9926
8,top10%,7,5c8683b2,reind_5c86,0.9257,-5.0
8,top10%,8,637c6766,reind_637c,0.8816,-4.9936
8,top20%,1,6215172a,reind_6215,0.999,-5.0
8,top20%,2,366289ca,reind_3662,0.9943,-4.9929
8,top20%,3,9b6a2466,policy_0_9b6a,0.9927,-4.9931
8,top20%,4,9cd9b29f,reind_9cd9,0.991,-4.9923
8,top20%,5,a0fcabaf,reind_a0fc,0.9611,-5.0
8,top20%,6,8231da93,reind_8231,0.9559,-4.9926
8,top20%,7,5c8683b2,reind_5c86,0.9257,-5.0
8,top20%,8,637c6766,reind_637c,0.8816,-4.9936
8,top20%,9,c6739e51,reind_c673,0.85,-5.0
8,top20%,10,abaa97aa,reind_abaa,0.848,-5.0
8,top50%,1,6215172a,reind_6215,0.999,-5.0
8,top50%,2,366289ca,reind_3662,0.9943,-4.9929
8,top50%,3,9b6a2466,policy_0_9b6a,0.9927,-4.9931
8,top50%,4,9cd9b29f,reind_9cd9,0.991,-4.9923
8,top50%,5,a0fcabaf,reind_a0fc,0.9611,-5.0
8,top50%,6,8231da93,reind_8231,0.9559,-4.9926
8,top50%,7,5c8683b2,reind_5c86,0.9257,-5.0
8,top50%,8,637c6766,reind_637c,0.8816,-4.9936
8,top50%,9,c6739e51,reind_c673,0.85,-5.0
8,top50%,10,abaa97aa,reind_abaa,0.848,-5.0
8,top60%,1,6215172a,reind_6215,0.999,-5.0
8,top60%,2,366289ca,reind_3662,0.9943,-4.9929
8,top60%,3,9b6a2466,policy_0_9b6a,0.9927,-4.9931
8,top60%,4,9cd9b29f,reind_9cd9,0.991,-4.9923
8,top60%,5,a0fcabaf,reind_a0fc,0.9611,-5.0
8,top60%,6,8231da93,reind_8231,0.9559,-4.9926
8,top60%,7,5c8683b2,reind_5c86,0.9257,-5.0
8,top60%,8,637c6766,reind_637c,0.8816,-4.9936
8,top60%,9,c6739e51,reind_c673,0.85,-5.0
8,top60%,10,abaa97aa,reind_abaa,0.848,-5.0
10,top10%,1,6215172a,reind_6215,0.9992,-5.0
10,top10%,2,a5faab0b,reind_a5fa,0.999,-5.0
10,top10%,3,1999ea44,reind_1999,0.9982,-5.0
10,top10%,4,9b6a2466,policy_0_9b6a,0.9973,-4.9931
10,top10%,5,366289ca,reind_3662,0.9946,-4.9929
10,top10%,6,9cd9b29f,reind_9cd9,0.9914,-4.9923
10,top10%,7,c6739e51,reind_c673,0.9801,-5.0
10,top10%,8,5c8683b2,reind_5c86,0.9244,-5.0
10,top20%,1,6215172a,reind_6215,0.9992,-5.0
10,top20%,2,a5faab0b,reind_a5fa,0.999,-5.0
10,top20%,3,1999ea44,reind_1999,0.9982,-5.0
10,top20%,4,9b6a2466,policy_0_9b6a,0.9973,-4.9931
10,top20%,5,366289ca,reind_3662,0.9946,-4.9929
10,top20%,6,9cd9b29f,reind_9cd9,0.9914,-4.9923
10,top20%,7,c6739e51,reind_c673,0.9801,-5.0
10,top20%,8,5c8683b2,reind_5c86,0.9244,-5.0
10,top20%,9,a0fcabaf,reind_a0fc,0.8922,-5.0
10,top20%,10,8231da93,reind_8231,0.8841,-4.9926
10,top50%,1,6215172a,reind_6215,0.9992,-5.0
10,top50%,2,a5faab0b,reind_a5fa,0.999,-5.0
10,top50%,3,1999ea44,reind_1999,0.9982,-5.0
10,top50%,4,9b6a2466,policy_0_9b6a,0.9973,-4.9931
10,top50%,5,366289ca,reind_3662,0.9946,-4.9929
10,top50%,6,9cd9b29f,reind_9cd9,0.9914,-4.9923
10,top50%,7,c6739e51,reind_c673,0.9801,-5.0
10,top50%,8,5c8683b2,reind_5c86,0.9244,-5.0
10,top50%,9,a0fcabaf,reind_a0fc,0.8922,-5.0
10,top50%,10,8231da93,reind_8231,0.8841,-4.9926
10,top60%,1,6215172a,reind_6215,0.9992,-5.0
10,top60%,2,a5faab0b,reind_a5fa,0.999,-5.0
10,top60%,3,1999ea44,reind_1999,0.9982,-5.0
10,top60%,4,9b6a2466,policy_0_9b6a,0.9973,-4.9931
10,top60%,5,366289ca,reind_3662,0.9946,-4.9929
10,top60%,6,9cd9b29f,reind_9cd9,0.9914,-4.9923
10,top60%,7,c6739e51,reind_c673,0.9801,-5.0
10,top60%,8,5c8683b2,reind_5c86,0.9244,-5.0
10,top60%,9,a0fcabaf,reind_a0fc,0.8922,-5.0
10,top60%,10,8231da93,reind_8231,0.8841,-4.9926
12,top10%,1,366289ca,reind_3662,0.9996,-4.9929
12,top10%,2,1999ea44,reind_1999,0.9995,-5.0
12,top10%,3,6215172a,reind_6215,0.9994,-5.0
12,top10%,4,9cd9b29f,reind_9cd9,0.9985,-4.9923
12,top10%,5,a5faab0b,reind_a5fa,0.9906,-5.0
12,top10%,6,9b6a2466,policy_0_9b6a,0.9861,-4.9931
12,top10%,7,c6739e51,reind_c673,0.9578,-5.0
12,top10%,8,5c8683b2,reind_5c86,0.8943,-5.0
12,top20%,1,366289ca,reind_3662,0.9996,-4.9929
12,top20%,2,1999ea44,reind_1999,0.9995,-5.0
12,top20%,3,6215172a,reind_6215,0.9994,-5.0
12,top20%,4,9cd9b29f,reind_9cd9,0.9985,-4.9923
12,top20%,5,a5faab0b,reind_a5fa,0.9906,-5.0
12,top20%,6,9b6a2466,policy_0_9b6a,0.9861,-4.9931
12,top20%,7,c6739e51,reind_c673,0.9578,-5.0
12,top20%,8,5c8683b2,reind_5c86,0.8943,-5.0
12,top20%,9,a0fcabaf,reind_a0fc,0.8495,-5.0
12,top20%,10,6d57537a,reind_6d57,0.8491,-5.0
12,top50%,1,366289ca,reind_3662,0.9996,-4.9929
12,top50%,2,1999ea44,reind_1999,0.9995,-5.0
12,top50%,3,6215172a,reind_6215,0.9994,-5.0
12,top50%,4,9cd9b29f,reind_9cd9,0.9985,-4.9923
12,top50%,5,a5faab0b,reind_a5fa,0.9906,-5.0
12,top50%,6,9b6a2466,policy_0_9b6a,0.9861,-4.9931
12,top50%,7,c6739e51,reind_c673,0.9578,-5.0
12,top50%,8,5c8683b2,reind_5c86,0.8943,-5.0
12,top50%,9,a0fcabaf,reind_a0fc,0.8495,-5.0
12,top50%,10,6d57537a,reind_6d57,0.8491,-5.0
12,top60%,1,366289ca,reind_3662,0.9996,-4.9929
12,top60%,2,1999ea44,reind_1999,0.9995,-5.0
12,top60%,3,6215172a,reind_6215,0.9994,-5.0
12,top60%,4,9cd9b29f,reind_9cd9,0.9985,-4.9923
12,top60%,5,a5faab0b,reind_a5fa,0.9906,-5.0
12,top60%,6,9b6a2466,policy_0_9b6a,0.9861,-4.9931
12,top60%,7,c6739e51,reind_c673,0.9578,-5.0
12,top60%,8,5c8683b2,reind_5c86,0.8943,-5.0
12,top60%,9,a0fcabaf,reind_a0fc,0.8495,-5.0
12,top60%,10,6d57537a,reind_6d57,0.8491,-5.0
9,top10%,1,9b6a2466,policy_0_9b6a,0.9994,-4.9931
9,top10%,2,a5faab0b,reind_a5fa,0.9979,-5.0
9,top10%,3,c6739e51,reind_c673,0.9959,-5.0
9,top10%,4,6215172a,reind_6215,0.9932,-5.0
9,top10%,5,366289ca,reind_3662,0.984,-4.9929
9,top10%,6,9cd9b29f,reind_9cd9,0.9788,-4.9923
9,top10%,7,5c8683b2,reind_5c86,0.9499,-5.0
9,top10%,8,a0fcabaf,reind_a0fc,0.9346,-5.0
9,top20%,1,9b6a2466,policy_0_9b6a,0.9994,-4.9931
9,top20%,2,a5faab0b,reind_a5fa,0.9979,-5.0
9,top20%,3,c6739e51,reind_c673,0.9959,-5.0
9,top20%,4,6215172a,reind_6215,0.9932,-5.0
9,top20%,5,366289ca,reind_3662,0.984,-4.9929
9,top20%,6,9cd9b29f,reind_9cd9,0.9788,-4.9923
9,top20%,7,5c8683b2,reind_5c86,0.9499,-5.0
9,top20%,8,a0fcabaf,reind_a0fc,0.9346,-5.0
9,top20%,9,8231da93,reind_8231,0.928,-4.9926
9,top20%,10,9ab1ea3b,reind_9ab1,0.9233,-5.0
9,top50%,1,9b6a2466,policy_0_9b6a,0.9994,-4.9931
9,top50%,2,a5faab0b,reind_a5fa,0.9979,-5.0
9,top50%,3,c6739e51,reind_c673,0.9959,-5.0
9,top50%,4,6215172a,reind_6215,0.9932,-5.0
9,top50%,5,366289ca,reind_3662,0.984,-4.9929
9,top50%,6,9cd9b29f,reind_9cd9,0.9788,-4.9923
9,top50%,7,5c8683b2,reind_5c86,0.9499,-5.0
9,top50%,8,a0fcabaf,reind_a0fc,0.9346,-5.0
9,top50%,9,8231da93,reind_8231,0.928,-4.9926
9,top50%,10,9ab1ea3b,reind_9ab1,0.9233,-5.0
9,top60%,1,9b6a2466,policy_0_9b6a,0.9994,-4.9931
9,top60%,2,a5faab0b,reind_a5fa,0.9979,-5.0
9,top60%,3,c6739e51,reind_c673,0.9959,-5.0
9,top60%,4,6215172a,reind_6215,0.9932,-5.0
9,top60%,5,366289ca,reind_3662,0.984,-4.9929
9,top60%,6,9cd9b29f,reind_9cd9,0.9788,-4.9923
9,top60%,7,5c8683b2,reind_5c86,0.9499,-5.0
9,top60%,8,a0fcabaf,reind_a0fc,0.9346,-5.0
9,top60%,9,8231da93,reind_8231,0.928,-4.9926
9,top60%,10,9ab1ea3b,reind_9ab1,0.9233,-5.0
11,top10%,1,366289ca,reind_3662,0.9999,-4.9929
11,top10%,2,9cd9b29f,reind_9cd9,0.9991,-4.9923
11,top10%,3,6215172a,reind_6215,0.9989,-5.0
11,top10%,4,1999ea44,reind_1999,0.9712,-5.0
11,top10%,5,a5faab0b,reind_a5fa,0.9418,-5.0
11,top10%,6,9b6a2466,policy_0_9b6a,0.9316,-4.9931
11,top10%,7,d85e5094,reind_d85e,0.9081,-5.0
11,top10%,8,5c8683b2,reind_5c86,0.8888,-5.0
11,top20%,1,366289ca,reind_3662,0.9999,-4.9929
11,top20%,2,9cd9b29f,reind_9cd9,0.9991,-4.9923
11,top20%,3,6215172a,reind_6215,0.9989,-5.0
11,top20%,4,1999ea44,reind_1999,0.9712,-5.0
11,top20%,5,a5faab0b,reind_a5fa,0.9418,-5.0
11,top20%,6,9b6a2466,policy_0_9b6a,0.9316,-4.9931
11,top20%,7,d85e5094,reind_d85e,0.9081,-5.0
11,top20%,8,5c8683b2,reind_5c86,0.8888,-5.0
11,top20%,9,c6739e51,reind_c673,0.8812,-5.0
11,top20%,10,0ed67059,reind_0ed6,0.8494,-5.0
11,top50%,1,366289ca,reind_3662,0.9999,-4.9929
11,top50%,2,9cd9b29f,reind_9cd9,0.9991,-4.9923
11,top50%,3,6215172a,reind_6215,0.9989,-5.0
11,top50%,4,1999ea44,reind_1999,0.9712,-5.0
11,top50%,5,a5faab0b,reind_a5fa,0.9418,-5.0
11,top50%,6,9b6a2466,policy_0_9b6a,0.9316,-4.9931
11,top50%,7,d85e5094,reind_d85e,0.9081,-5.0
11,top50%,8,5c8683b2,reind_5c86,0.8888,-5.0
11,top50%,9,c6739e51,reind_c673,0.8812,-5.0
11,top50%,10,0ed67059,reind_0ed6,0.8494,-5.0
11,top60%,1,366289ca,reind_3662,0.9999,-4.9929
