Date,Price,Open,High,Low,Change %
2022-01-07,1795.63,1789.55,1799.2,1782.63,0.39
2025-01-07,2649.49,2636.02,2664.54,2632.57,0.54
2017-02-07,1233.72,1235.23,1235.86,1227.41,-0.15
2018-02-07,1318.49,1325.16,1332.49,1312.05,-0.49
2019-02-07,1310.09,1305.87,1311.99,1302.17,0.3
2020-02-07,1570.29,1566.96,1574.05,1562.38,0.22
2022-02-07,1820.31,1806.99,1824.06,1806.94,0.71
2023-02-07,1873.81,1867.39,1884.45,1864.94,0.35
2024-02-07,2034.22,2035.9,2044.65,2030.65,-0.06
2025-02-07,2860.39,2856.6,2886.96,2852.55,0.14
2016-03-07,1267.39,1259.48,1273.29,1256.68,0.63
2017-03-07,1215.67,1225.62,1227.25,1213.67,-0.84
2018-03-07,1325.54,1334.5,1340.47,1321.95,-0.67
2019-03-07,1285.74,1286.71,1289.06,1281.16,-0.08
2022-03-07,1998.11,1977.09,2002.9,1960.76,1.51
2023-03-07,1813.52,1846.92,1852.26,1812.72,-1.8
2024-03-07,2159.16,2148.54,2164.54,2144.29,0.51
2025-03-07,2910.79,2910.48,2930.56,2896.71,0.03
2015-04-07,1208.6,1214.69,1215.91,1207.45,-0.5
2016-04-07,1240.69,1223.16,1243.9,1222.7,1.5
2017-04-07,1254.05,1252.11,1270.96,1250.8,0.18
2020-04-07,1648.95,1662.38,1671.88,1641.06,-0.84
2021-04-07,1737.28,1742.96,1744.57,1730.13,-0.36
2022-04-07,1932.17,1925.32,1938.07,1920.27,0.35
2015-05-07,1184.8,1191.8,1193.3,1179.16,-0.59
2018-05-07,1314.3,1315.03,1319.22,1310.29,-0.06
2019-05-07,1285.15,1281.55,1286.74,1278.5,0.38
2020-05-07,1717.94,1686.08,1722.02,1681.96,1.9
2021-05-07,1830.48,1815.48,1843.45,1812.9,0.84
2024-05-07,2313.79,2322.5,2330.06,2310.06,-0.42
2016-06-07,1243.85,1245.56,1246.66,1234.9,-0.11
2017-06-07,1286.91,1294.39,1295.28,1283.0,-0.55
2018-06-07,1297.12,1296.41,1303.48,1295.08,0.01
2019-06-07,1340.7,1335.6,1348.48,1330.08,0.39
2021-06-07,1899.0,1888.49,1900.41,1880.88,0.48
2022-06-07,1851.97,1841.6,1855.86,1836.73,0.6
2023-06-07,1939.63,1963.59,1970.26,1939.8,-1.18
2024-06-07,2292.71,2376.5,2387.85,2286.77,-3.49
2015-07-07,1155.55,1170.5,1170.65,1148.45,-1.25
2016-07-07,1360.6,1363.56,1370.26,1350.8,-0.24
2017-07-07,1212.9,1224.39,1227.2,1207.25,-1.0
2020-07-07,1795.26,1784.57,1797.93,1774.37,0.64
2021-07-07,1803.41,1796.96,1810.13,1793.64,0.37
2022-07-07,1739.61,1738.93,1749.14,1735.95,0.08
2023-07-07,1924.28,1911.07,1934.92,1909.56,0.71
2015-08-07,1094.2,1089.4,1099.9,1083.16,0.44
2017-08-07,1257.69,1259.03,1260.38,1255.68,-0.07
2018-08-07,1211.02,1207.67,1216.54,1207.67,0.34
2019-08-07,1501.2,1474.25,1510.4,1472.36,1.83
2020-08-07,2035.03,2064.52,2072.9,2015.48,-1.39
2023-08-07,1936.39,1942.59,1946.81,1931.53,-0.27
2024-08-07,2381.53,2389.67,2407.05,2379.05,-0.33
2015-09-07,1119.47,1123.22,1124.88,1116.58,-0.31
2016-09-07,1345.24,1348.67,1353.01,1342.74,-0.34
2017-09-07,1349.2,1334.27,1350.27,1332.6,1.13
2018-09-07,1195.86,1200.03,1204.03,1193.28,-0.36
2020-09-07,1929.18,1930.35,1941.45,1924.43,-0.19
2021-09-07,1794.13,1823.27,1827.39,1792.33,-1.59
2022-09-07,1717.69,1701.61,1719.82,1690.9,0.97
2023-09-07,1919.19,1916.86,1923.67,1916.1,0.15
2015-10-07,1145.4,1146.96,1153.7,1141.96,-0.15
2016-10-07,1256.97,1255.34,1265.74,1241.68,0.18
2019-10-07,1493.6,1504.76,1509.47,1489.94,-0.73
2020-10-07,1887.22,1878.84,1898.31,1873.05,0.54
2021-10-07,1755.29,1762.74,1767.45,1751.38,-0.41
2022-10-07,1694.52,1711.1,1715.4,1690.35,-0.95
2024-10-07,2643.58,2651.2,2659.91,2637.7,-0.33
2016-11-07,1281.41,1291.61,1295.9,1277.8,-1.75
2017-11-07,1275.53,1281.82,1281.97,1271.68,-0.47
2018-11-07,1226.11,1227.24,1236.23,1223.31,-0.06
2019-11-07,1468.07,1490.29,1492.32,1461.0,-1.5
2022-11-07,1674.68,1681.3,1682.08,1666.44,-0.33
2023-11-07,1968.4,1978.19,1978.75,1956.2,-0.47
2024-11-07,2706.99,2659.36,2710.2,2643.5,1.8
2015-12-07,1070.39,1086.01,1087.0,1070.06,-1.53
2016-12-07,1174.0,1169.64,1180.3,1165.35,0.36
2017-12-07,1246.7,1264.26,1264.82,1244.11,-1.36
2018-12-07,1248.1,1238.32,1250.42,1237.49,0.82
2020-12-07,1863.69,1837.99,1868.76,1822.99,1.42
2021-12-07,1784.04,1778.08,1788.02,1771.93,0.33
2022-12-07,1786.22,1771.14,1790.92,1768.32,0.86
2023-12-07,2028.34,2025.3,2039.93,2020.26,0.17
2015-01-08,1208.98,1210.51,1216.65,1204.67,-0.15
2016-01-08,1104.24,1109.45,1112.4,1093.93,-0.45
2018-01-08,1320.58,1320.04,1322.22,1314.97,0.03
2019-01-08,1285.35,1289.13,1290.69,1279.2,-0.26
2020-01-08,1555.81,1573.99,1611.0,1551.97,-1.16
2021-01-08,1848.26,1912.9,1917.85,1828.74,-3.36
2024-01-08,2027.84,2044.08,2046.71,2016.84,-0.86
2025-01-08,2662.06,2649.85,2670.6,2645.03,0.47
2016-02-08,1191.14,1170.89,1200.98,1164.09,1.49
2017-02-08,1241.99,1234.04,1245.06,1230.29,0.67
2018-02-08,1318.97,1318.61,1322.17,1306.9,0.04
2019-02-08,1314.07,1310.14,1315.72,1307.23,0.3
2021-02-08,1830.16,1815.44,1839.15,1807.48,1.02
2022-02-08,1825.48,1820.59,1829.09,1815.06,0.28
2023-02-08,1875.59,1874.05,1886.28,1867.4,0.09
2024-02-08,2033.18,2034.55,2038.94,2019.75,-0.05
2016-03-08,1261.1,1267.49,1278.19,1260.04,-0.5
2017-03-08,1207.58,1215.65,1218.68,1206.13,-0.67
2018-03-08,1322.35,1325.84,1329.39,1319.19,-0.24
2019-03-08,1298.39,1285.91,1300.99,1285.29,0.98
2021-03-08,1681.24,1702.8,1714.45,1676.7,-1.15
2022-03-08,2052.41,1998.3,2070.29,1981.0,2.72
2023-03-08,1813.59,1813.61,1824.38,1809.4,0.0
2024-03-08,2177.51,2159.4,2195.2,2154.08,0.85
2015-04-08,1202.8,1208.85,1212.6,1197.85,-0.48
2016-04-08,1240.39,1240.18,1243.18,1229.62,-0.02
2019-04-08,1297.41,1291.65,1303.86,1291.35,0.44
2020-04-08,1646.52,1645.94,1657.06,1641.15,-0.15
2021-04-08,1755.94,1737.84,1759.13,1732.99,1.07
2022-04-08,1945.85,1931.92,1948.46,1927.38,0.71
2024-04-08,2338.89,2322.0,2354.09,2302.86,0.4
2015-05-08,1188.15,1184.66,1193.61,1182.13,0.28
2017-05-08,1226.3,1225.67,1237.1,1225.36,-0.12
2018-05-08,1314.47,1313.57,1318.08,1306.2,0.01
2019-05-08,1280.93,1284.16,1291.79,1279.35,-0.33
2020-05-08,1702.65,1717.46,1724.56,1701.61,-0.89
2023-05-08,2021.39,2015.95,2029.63,2014.1,0.24
2024-05-08,2308.65,2314.7,2321.56,2303.85,-0.22
2015-06-08,1173.95,1169.45,1178.1,1169.2,0.17
2016-06-08,1262.14,1244.64,1264.19,1243.09,1.47
2017-06-08,1278.9,1287.45,1289.34,1271.49,-0.62
2018-06-08,1298.75,1297.32,1301.27,1294.2,0.13
2020-06-08,1695.47,1684.16,1701.27,1677.61,0.57
2021-06-08,1892.82,1898.99,1903.95,1883.38,-0.33
2022-06-08,1853.26,1852.51,1859.9,1844.35,0.07
2023-06-08,1967.76,1940.59,1970.5,1939.81,1.45
2015-07-08,1158.28,1155.18,1165.03,1147.18,0.24
2016-07-08,1366.8,1359.21,1369.09,1336.08,0.46
2019-07-08,1395.5,1399.95,1407.9,1391.75,-0.32
2020-07-08,1810.78,1794.93,1818.37,1791.82,0.86
2021-07-08,1802.56,1803.67,1818.7,1794.28,-0.05
2022-07-08,1741.82,1740.05,1752.5,1733.24,0.13
2024-07-08,2358.8,2391.77,2391.85,2351.16,-1.37
2016-08-08,1335.38,1335.18,1338.53,1329.84,-0.03
2017-08-08,1260.64,1257.61,1265.7,1251.41,0.23
2018-08-08,1213.61,1210.7,1216.26,1206.29,0.21
2019-08-08,1500.95,1501.95,1510.35,1490.74,-0.02
2022-08-08,1788.52,1773.57,1790.26,1770.94,0.81
2023-08-08,1924.82,1936.76,1938.15,1922.5,-0.6
2024-08-08,2426.75,2382.43,2427.8,2380.7,1.9
2015-09-08,1121.8,1119.3,1126.8,1118.45,0.21
2016-09-08,1338.35,1345.11,1349.78,1335.54,-0.51
2017-09-08,1346.71,1348.83,1357.94,1343.0,-0.18
2020-09-08,1931.26,1929.14,1940.8,1906.57,0.11
2021-09-08,1788.93,1794.41,1802.6,1781.98,-0.29
2022-09-08,1707.28,1718.4,1728.8,1703.5,-0.61
2023-09-08,1917.81,1919.57,1930.19,1917.36,-0.07
2015-10-08,1138.96,1145.49,1151.6,1136.9,-0.56
2018-10-08,1188.01,1203.14,1204.49,1183.58,-1.23
2019-10-08,1505.51,1493.4,1508.56,1487.49,0.8
2020-10-08,1893.09,1887.4,1900.73,1881.86,0.31
2021-10-08,1756.67,1755.89,1781.6,1753.03,0.08
2024-10-08,2621.94,2643.5,2653.09,2604.79,-0.82
2016-11-08,1275.64,1281.66,1290.84,1273.04,-0.45
2017-11-08,1281.3,1275.85,1287.52,1275.23,0.45
2018-11-08,1223.54,1225.99,1227.05,1219.63,-0.21
2019-11-08,1458.66,1468.01,1473.25,1456.05,-0.64
2021-11-08,1824.26,1818.44,1826.93,1812.08,0.41
2022-11-08,1712.52,1674.75,1717.31,1664.32,2.26
2023-11-08,1949.79,1968.84,1971.12,1947.48,-0.95
2024-11-08,2683.77,2707.37,2710.51,2680.36,-0.86
2015-12-08,1074.69,1070.49,1078.85,1067.63,0.4
2016-12-08,1170.55,1173.65,1178.62,1168.88,-0.29
2017-12-08,1248.14,1247.34,1252.66,1244.34,0.12
2020-12-08,1871.36,1863.55,1875.79,1859.83,0.41
2021-12-08,1782.06,1784.4,1793.6,1779.45,-0.11
2022-12-08,1789.23,1786.29,1795.18,1780.96,0.17
2023-12-08,2003.39,2028.69,2034.19,1994.74,-1.23
2015-01-09,1223.4,1209.65,1224.0,1207.45,1.19
2017-01-09,1181.27,1172.64,1185.91,1171.89,0.72
2018-01-09,1312.66,1320.63,1320.68,1308.8,-0.6
2019-01-09,1293.13,1285.36,1293.95,1279.63,0.61
2020-01-09,1552.37,1555.76,1561.33,1539.88,-0.22
2023-01-09,1871.59,1865.45,1881.8,1864.59,0.32
2024-01-09,2029.59,2028.4,2042.09,2026.11,0.09
2025-01-09,2670.19,2662.2,2675.42,2662.35,0.31
2015-02-09,1239.68,1235.18,1244.35,1234.54,0.48
2016-02-09,1188.85,1191.14,1199.29,1185.48,-0.19
2017-02-09,1230.89,1242.48,1244.52,1230.22,-0.89
2018-02-09,1316.69,1318.87,1322.71,1311.06,-0.17
2021-02-09,1837.06,1830.59,1849.15,1828.63,0.38
2022-02-09,1832.43,1826.05,1836.35,1824.5,0.38
2023-02-09,1861.39,1875.64,1890.69,1858.89,-0.76
2024-02-09,2024.16,2033.65,2037.44,2020.3,-0.44
2015-03-09,1167.3,1168.65,1176.15,1166.15,0.01
2016-03-09,1252.94,1261.3,1264.99,1243.87,-0.65
2017-03-09,1200.83,1207.63,1209.17,1199.12,-0.56
2018-03-09,1323.7,1322.32,1325.15,1313.05,0.1
2020-03-09,1680.2,1694.6,1703.16,1657.96,0.36
2021-03-09,1715.36,1682.55,1720.83,1679.8,2.03
2022-03-09,1991.49,2052.75,2059.25,1976.3,-2.97
2023-03-09,1830.89,1813.65,1835.56,1811.84,0.95
2015-04-09,1195.01,1203.07,1203.76,1192.86,-0.65
2018-04-09,1336.24,1333.14,1338.36,1326.98,0.23
2019-04-09,1304.13,1297.24,1306.34,1296.55,0.52
2020-04-09,1684.07,1644.28,1690.29,1642.34,2.28
2021-04-09,1743.1,1756.54,1757.47,1731.09,-0.73
2024-04-09,2352.58,2339.24,2365.34,2336.94,0.59
2016-05-09,1263.85,1284.93,1287.98,1261.09,-1.93
2017-05-09,1221.3,1226.12,1229.01,1214.21,-0.41
2018-05-09,1312.78,1314.46,1317.78,1304.48,-0.13
2019-05-09,1284.14,1280.49,1288.52,1279.41,0.25
2022-05-09,1853.92,1883.8,1885.95,1851.36,-1.54
2023-05-09,2034.17,2022.24,2037.7,2019.5,0.63
2024-05-09,2345.88,2309.04,2347.59,2306.67,1.61
2015-06-09,1176.7,1174.36,1183.4,1172.75,0.23
2016-06-09,1269.15,1262.55,1272.06,1257.56,0.56
2017-06-09,1266.4,1279.29,1281.3,1264.74,-0.98
2020-06-09,1714.57,1700.25,1720.75,1691.92,1.13
2021-06-09,1888.3,1893.49,1899.4,1886.58,-0.24
2022-06-09,1847.61,1853.53,1855.52,1839.6,-0.3
2023-06-09,1960.6,1968.1,1973.09,1956.73,-0.36
2015-07-09,1159.65,1158.62,1167.46,1156.2,0.12
2018-07-09,1257.76,1255.12,1266.26,1255.12,0.22
2019-07-09,1397.9,1395.3,1399.9,1386.21,0.17
2020-07-09,1803.19,1810.68,1815.99,1795.76,-0.42
2021-07-09,1807.98,1802.89,1812.71,1796.09,0.3
2024-07-09,2363.58,2358.6,2371.52,2349.59,0.2
2016-08-09,1340.75,1334.85,1343.24,1330.47,0.4
2017-08-09,1277.55,1261.41,1279.06,1260.96,1.34
2018-08-09,1212.35,1213.89,1217.65,1210.72,-0.1
2019-08-09,1497.24,1501.4,1508.4,1494.62,-0.25
2021-08-09,1729.46,1763.34,1764.65,1684.77,-1.89
2022-08-09,1794.08,1789.21,1800.45,1782.85,0.31
2023-08-09,1914.59,1925.16,1932.48,1914.05,-0.53
2024-08-09,2430.93,2427.29,2437.15,2416.93,0.17
2015-09-09,1106.1,1121.96,1125.8,1101.51,-1.4
2016-09-09,1328.15,1338.41,1340.03,1327.7,-0.76
2019-09-09,1498.95,1507.1,1515.5,1497.6,-0.53
2020-09-09,1946.66,1932.26,1950.95,1920.2,0.8
2021-09-09,1794.69,1789.19,1801.19,1783.83,0.32
2022-09-09,1716.05,1708.84,1729.94,1708.22,0.51
2024-09-09,2505.25,2497.32,2507.42,2485.6,0.33
2015-10-09,1157.53,1139.1,1160.2,1138.8,1.63
2017-10-09,1284.1,1275.45,1285.5,1275.21,0.63
2018-10-09,1189.62,1189.01,1192.23,1183.49,0.14
2019-10-09,1505.7,1506.06,1511.6,1499.7,0.01
2020-10-09,1929.43,1894.19,1930.83,1893.32,1.92
2023-10-09,1860.88,1832.74,1864.15,1832.63,1.56
2024-10-09,2607.77,2620.19,2624.65,2605.18,-0.54
2015-11-09,1092.1,1089.94,1095.88,1088.34,0.32
2016-11-09,1278.0,1275.45,1337.6,1269.38,0.19
2017-11-09,1285.3,1281.62,1288.72,1280.09,0.31
2018-11-09,1209.6,1223.88,1223.97,1206.52,-1.14
2020-11-09,1861.86,1954.65,1965.92,1850.36,-4.59
2021-11-09,1831.48,1824.74,1833.08,1817.7,0.4
2022-11-09,1706.32,1712.6,1722.94,1701.79,-0.36
2023-11-09,1958.19,1950.09,1965.69,1944.3,0.43
2015-12-09,1073.21,1074.74,1085.6,1069.59,-0.14
2016-12-09,1157.87,1170.48,1172.22,1156.17,-1.08
2019-12-09,1461.99,1459.19,1465.5,1458.55,0.15
2020-12-09,1839.11,1871.19,1871.37,1825.71,-1.72
2021-12-09,1774.46,1782.49,1788.05,1772.8,-0.43
2022-12-09,1796.63,1789.3,1806.45,1787.96,0.41
2024-12-09,2658.78,2635.52,2676.52,2627.47,0.98
2017-01-10,1187.74,1181.32,1190.57,1179.86,0.55
2018-01-10,1317.19,1313.28,1326.94,1308.29,0.35
2019-01-10,1286.38,1293.11,1297.14,1285.81,-0.52
2020-01-10,1562.28,1552.26,1563.19,1545.32,0.64
2022-01-10,1801.41,1795.41,1802.57,1790.43,0.32
2023-01-10,1877.27,1871.66,1881.04,1867.37,0.3
2024-01-10,2023.4,2029.94,2040.44,2020.45,-0.31
2025-01-10,2689.63,2670.74,2698.57,2663.65,0.73
2015-02-10,1234.0,1239.55,1246.0,1230.7,-0.46
2016-02-10,1197.49,1188.95,1197.74,1181.29,0.73
2017-02-10,1234.12,1230.62,1237.07,1221.12,0.26
2020-02-10,1572.3,1569.94,1577.16,1568.01,0.13
2021-02-10,1842.22,1837.55,1855.7,1833.91,0.28
2022-02-10,1826.57,1832.94,1842.35,1821.46,-0.32
2023-02-10,1864.67,1861.68,1872.31,1852.69,0.18
2025-02-10,2907.34,2864.08,2911.6,2854.69,1.64
2015-03-10,1161.93,1167.1,1171.35,1156.35,-0.46
2016-03-10,1271.44,1252.89,1273.79,1237.44,1.48
2017-03-10,1204.55,1200.8,1206.43,1194.62,0.31
2020-03-10,1649.36,1678.9,1680.36,1642.11,-1.84
2021-03-10,1726.05,1715.94,1726.76,1707.99,0.62
2022-03-10,1995.86,1991.94,2009.57,1970.66,0.22
2023-03-10,1867.83,1830.96,1870.28,1827.71,2.02
2025-03-10,2889.4,2912.17,2918.5,2880.3,-0.73
2015-04-10,1208.05,1194.3,1211.1,1193.3,1.09
2017-04-10,1254.73,1254.26,1257.7,1247.5,0.05
2018-04-10,1340.05,1336.87,1343.55,1331.81,0.29
2019-04-10,1308.05,1303.96,1310.75,1300.89,0.3
2020-04-10,1689.9,1675.0,1696.5,1675.0,0.35
2023-04-10,1989.95,2008.3,2011.17,1981.59,-0.9
2024-04-10,2332.79,2352.91,2360.15,2319.54,-0.84
2016-05-10,1266.4,1264.11,1269.5,1257.65,0.2
2017-05-10,1219.15,1221.42,1226.15,1217.49,-0.18
2018-05-10,1321.39,1312.12,1323.14,1310.89,0.66
2019-05-10,1286.0,1284.36,1289.73,1283.21,0.14
2021-05-10,1835.44,1833.24,1845.53,1830.09,0.27
2022-05-10,1838.14,1853.74,1865.76,1835.46,-0.85
2023-05-10,2029.51,2034.19,2048.22,2021.57,-0.23
2024-05-10,2360.14,2346.26,2378.45,2345.25,0.61
2015-06-10,1186.48,1176.75,1192.6,1175.35,0.83
2016-06-10,1274.2,1269.41,1278.1,1264.47,0.4
2019-06-10,1328.13,1335.96,1337.84,1324.9,-0.94
2020-06-10,1737.1,1714.33,1740.29,1708.83,1.31
2021-06-10,1898.14,1888.57,1900.09,1869.84,0.52
2022-06-10,1870.96,1848.09,1876.47,1825.02,1.26
2024-06-10,2310.6,2296.0,2313.87,2287.31,0.78
2015-07-10,1163.96,1159.75,1165.5,1157.9,0.37
2017-07-10,1214.35,1213.7,1215.6,1204.85,0.12
2018-07-10,1255.65,1257.69,1260.7,1247.23,-0.17
2019-07-10,1419.0,1397.8,1419.2,1389.75,1.51
2020-07-10,1798.89,1801.71,1810.94,1794.47,-0.24
2023-07-10,1924.99,1925.19,1928.31,1912.68,0.04
2024-07-10,2371.07,2363.8,2386.75,2362.73,0.32
2015-08-10,1104.51,1094.39,1109.2,1089.8,0.94
2016-08-10,1346.67,1340.95,1357.57,1340.3,0.44
2017-08-10,1286.9,1277.56,1288.63,1274.85,0.73
2018-08-10,1211.3,1212.56,1217.48,1205.85,-0.09
2020-08-10,2027.77,2033.71,2050.1,2019.42,-0.36
2021-08-10,1728.71,1729.74,1738.49,1717.17,-0.04
2022-08-10,1792.13,1794.21,1807.9,1787.32,-0.11
2023-08-10,1912.06,1914.94,1930.11,1911.73,-0.13
2015-09-10,1111.55,1106.81,1115.3,1104.0,0.49
2018-09-10,1195.88,1195.12,1198.92,1191.52,0.0
2019-09-10,1486.4,1499.6,1501.9,1484.8,-0.84
2020-09-10,1954.07,1946.06,1966.5,1941.42,0.38
2021-09-10,1787.34,1794.61,1804.15,1786.53,-0.41
2024-09-10,2516.12,2506.84,2518.57,2500.16,0.43
2016-10-10,1259.74,1257.47,1265.35,1256.59,0.22
2017-10-10,1287.85,1284.35,1294.63,1282.29,0.29
2018-10-10,1194.78,1189.59,1195.19,1185.22,0.43
2019-10-10,1494.3,1505.6,1517.07,1491.4,-0.76
2022-10-10,1667.96,1696.8,1700.33,1665.3,-1.57
2023-10-10,1860.09,1861.27,1865.65,1852.65,-0.04
2024-10-10,2629.48,2608.14,2631.63,2604.15,0.83
2015-11-10,1089.91,1092.01,1094.9,1085.45,-0.2
2016-11-10,1259.76,1277.68,1292.22,1252.28,-1.43
2017-11-10,1276.14,1285.21,1287.16,1273.33,-0.71
2020-11-10,1876.5,1862.15,1890.6,1860.3,0.79
2021-11-10,1849.57,1831.9,1868.7,1821.6,0.99
2022-11-10,1754.75,1706.4,1757.59,1703.32,2.84
2023-11-10,1936.79,1958.4,1960.93,1933.18,-1.09
2015-12-10,1071.54,1073.21,1076.46,1069.7,-0.16
2018-12-10,1244.59,1250.43,1250.62,1241.21,-0.28
2019-12-10,1464.21,1462.08,1469.24,1459.55,0.15
2020-12-10,1835.31,1839.59,1850.4,1828.48,-0.21
2021-12-10,1782.51,1774.94,1789.47,1769.43,0.45
2024-12-10,2693.64,2658.82,2695.79,2657.95,1.31
2016-01-11,1094.26,1104.19,1108.51,1093.91,-0.9
2017-01-11,1191.85,1187.74,1198.79,1177.33,0.35
2018-01-11,1322.42,1316.89,1323.98,1315.49,0.4
2019-01-11,1288.0,1286.72,1295.65,1286.25,0.13
2021-01-11,1844.66,1849.34,1857.05,1817.14,-0.19
2022-01-11,1822.01,1801.69,1823.35,1800.09,1.14
2023-01-11,1876.38,1877.3,1887.09,1866.75,-0.05
2024-01-11,2028.09,2023.74,2039.69,2013.32,0.23
2015-02-11,1219.16,1233.75,1239.3,1218.26,-1.2
2016-02-11,1246.89,1197.44,1260.98,1196.21,4.13
2019-02-11,1308.33,1314.22,1314.88,1303.58,-0.44
2020-02-11,1567.72,1572.01,1573.96,1562.18,-0.29
2021-02-11,1825.36,1842.65,1847.95,1820.63,-0.91
2022-02-11,1859.96,1827.25,1865.63,1820.79,1.83
2025-02-11,2898.34,2907.47,2943.25,2881.76,-0.31
2015-03-11,1154.8,1162.15,1165.95,1147.85,-0.61
2016-03-11,1248.44,1271.44,1282.89,1248.44,-1.81
2019-03-11,1294.25,1298.7,1299.27,1290.15,-0.32
2020-03-11,1635.03,1649.69,1670.97,1632.9,-0.87
2021-03-11,1721.41,1726.55,1739.99,1719.38,-0.27
2022-03-11,1985.29,1996.15,1999.22,1958.8,-0.53
2024-03-11,2182.47,2177.71,2189.04,2174.8,0.23
2025-03-11,2916.04,2888.72,2922.22,2880.34,0.92
2016-04-11,1257.95,1239.79,1259.1,1239.79,1.42
2017-04-11,1274.44,1255.23,1275.55,1253.29,1.57
2018-04-11,1353.29,1339.94,1365.61,1339.68,0.99
2019-04-11,1292.6,1307.95,1309.36,1289.45,-1.18
2022-04-11,1953.43,1947.15,1969.41,1940.05,0.39
2023-04-11,2003.14,1990.36,2007.58,1988.72,0.66
2024-04-11,2373.24,2333.17,2377.8,2325.84,1.73
2015-05-11,1184.2,1188.95,1192.1,1179.5,-0.33
2016-05-11,1277.69,1265.73,1279.18,1264.79,0.89
2017-05-11,1224.85,1218.74,1228.2,1217.81,0.47
2018-05-11,1318.22,1321.57,1326.49,1317.94,-0.24
2020-05-11,1697.35,1703.76,1713.67,1691.56,-0.31
2021-05-11,1836.94,1834.58,1842.32,1817.68,0.08
2022-05-11,1852.12,1838.41,1857.99,1831.83,0.76
2023-05-11,2015.55,2030.56,2041.44,2011.19,-0.69
2015-06-11,1182.3,1186.61,1188.21,1176.16,-0.35
2018-06-11,1300.14,1299.17,1302.57,1294.13,0.11
2019-06-11,1326.91,1328.26,1330.06,1319.6,-0.09
2020-06-11,1727.51,1737.11,1744.72,1721.34,-0.55
2021-06-11,1876.64,1898.42,1903.3,1874.07,-1.13
2024-06-11,2316.27,2311.0,2320.17,2297.69,0.25
2016-07-11,1355.25,1368.71,1375.11,1351.2,-0.85
2017-07-11,1217.69,1214.59,1217.79,1207.89,0.28
2018-07-11,1242.16,1255.81,1257.27,1241.29,-1.07
2019-07-11,1404.0,1419.4,1426.4,1401.6,-1.06
2022-07-11,1733.67,1742.86,1744.92,1731.01,-0.47
2023-07-11,1931.99,1925.4,1938.69,1924.4,0.36
2024-07-11,2414.78,2371.58,2424.62,2370.83,1.84
2015-08-11,1109.01,1104.41,1119.4,1093.65,0.41
2016-08-11,1338.87,1347.26,1353.78,1335.93,-0.58
2017-08-11,1289.21,1286.45,1292.26,1281.55,0.18
2020-08-11,1911.64,2027.11,2031.59,1901.57,-5.73
2021-08-11,1751.56,1729.01,1754.63,1723.54,1.32
2022-08-11,1789.45,1792.39,1799.4,1783.24,-0.15
2023-08-11,1913.32,1912.65,1921.15,1910.94,0.07
2015-09-11,1107.9,1111.56,1113.4,1098.75,-0.33
2017-09-11,1327.32,1337.45,1340.36,1326.36,-1.44
2018-09-11,1198.29,1195.73,1200.12,1187.95,0.2
2019-09-11,1497.6,1486.45,1498.41,1484.9,0.75
2020-09-11,1941.5,1955.2,1957.95,1937.42,-0.64
2023-09-11,1921.66,1919.16,1930.9,1916.9,0.2
2024-09-11,2511.44,2515.7,2529.4,2501.01,-0.19
2016-10-11,1253.25,1259.06,1262.66,1252.6,-0.52
2017-10-11,1291.8,1287.91,1293.56,1284.12,0.31
2018-10-11,1224.33,1195.01,1226.87,1191.3,2.47
2019-10-11,1489.85,1494.46,1503.49,1474.3,-0.3
2021-10-11,1753.86,1757.34,1761.36,1749.68,-0.16
2022-10-11,1665.31,1668.4,1684.44,1660.45,-0.16
2023-10-11,1873.61,1859.99,1877.22,1858.6,0.73
2024-10-11,2656.0,2630.8,2661.55,2627.65,1.01
2015-11-11,1086.14,1089.85,1093.69,1084.04,-0.35
2016-11-11,1225.68,1259.82,1265.5,1219.5,-2.71
2019-11-11,1455.9,1458.96,1466.59,1448.14,-0.19
2020-11-11,1864.71,1877.34,1884.93,1856.05,-0.63
2021-11-11,1861.52,1849.69,1866.35,1842.66,0.65
2022-11-11,1770.69,1754.92,1773.17,1746.85,0.91
2024-11-11,2620.2,2684.81,2686.51,2610.62,-2.37
2015-12-11,1074.89,1071.6,1079.98,1062.38,0.31
2017-12-11,1241.96,1247.28,1251.67,1240.19,-0.5
2018-12-11,1242.94,1244.53,1249.62,1240.55,-0.13
2019-12-11,1474.85,1464.04,1478.9,1462.14,0.73
2020-12-11,1839.03,1835.55,1847.89,1824.23,0.2
2023-12-11,1981.3,2003.6,2008.72,1975.95,-1.1
2024-12-11,2717.93,2693.76,2721.35,2674.58,0.9
2015-01-12,1233.64,1223.0,1236.29,1218.56,0.84
2016-01-12,1087.05,1094.3,1099.54,1083.61,-0.66
2017-01-12,1195.66,1191.75,1207.07,1191.0,0.32
2018-01-12,1338.4,1322.82,1339.4,1321.16,1.21
2021-01-12,1855.63,1845.34,1864.08,1837.41,0.59
2022-01-12,1825.32,1822.49,1828.33,1814.2,0.18
2023-01-12,1896.86,1876.43,1901.88,1873.64,1.09
2024-01-12,2048.72,2028.3,2062.35,2027.99,1.02
2015-02-12,1222.5,1218.73,1232.9,1216.75,0.27
2016-02-12,1238.05,1246.94,1249.05,1232.23,-0.71
2018-02-12,1322.88,1315.04,1326.2,1314.11,0.47
2019-02-12,1310.89,1308.55,1315.12,1306.64,0.2
2020-02-12,1565.63,1567.73,1570.48,1561.46,-0.13
